Domain,Area,Element,Item,Year,Unit,Value
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Starchy Roots","1992","1000 tonnes","7814"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Starchy Roots","1993","1000 tonnes","7072"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Starchy Roots","1994","1000 tonnes","6542"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Starchy Roots","1995","1000 tonnes","6404"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Starchy Roots","1996","1000 tonnes","7228"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Starchy Roots","1997","1000 tonnes","7128"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Starchy Roots","1998","1000 tonnes","6422"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Starchy Roots","1999","1000 tonnes","7131"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Starchy Roots","2000","1000 tonnes","6636"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Starchy Roots","2001","1000 tonnes","6649"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Starchy Roots","2002","1000 tonnes","6966"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Starchy Roots","2003","1000 tonnes","5918"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Starchy Roots","2004","1000 tonnes","6317"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Starchy Roots","2005","1000 tonnes","5979"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Starchy Roots","2006","1000 tonnes","5864"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Starchy Roots","2007","1000 tonnes","5635"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Starchy Roots","2008","1000 tonnes","5999"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Starchy Roots","2009","1000 tonnes","6396"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Starchy Roots","2010","1000 tonnes","6056"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Starchy Roots","2011","1000 tonnes","6310"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Starchy Roots","2012","1000 tonnes","4553"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Starchy Roots","2013","1000 tonnes","5685"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Starchy Roots","1961","1000 tonnes","302"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Starchy Roots","1962","1000 tonnes","305"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Starchy Roots","1963","1000 tonnes","339"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Starchy Roots","1964","1000 tonnes","330"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Starchy Roots","1965","1000 tonnes","280"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Starchy Roots","1966","1000 tonnes","330"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Starchy Roots","1967","1000 tonnes","202"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Starchy Roots","1968","1000 tonnes","293"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Starchy Roots","1969","1000 tonnes","270"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Starchy Roots","1970","1000 tonnes","118"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Starchy Roots","1971","1000 tonnes","160"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Starchy Roots","1972","1000 tonnes","143"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Starchy Roots","1973","1000 tonnes","146"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Starchy Roots","1974","1000 tonnes","148"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Starchy Roots","1975","1000 tonnes","103"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Starchy Roots","1976","1000 tonnes","108"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Starchy Roots","1977","1000 tonnes","144"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Starchy Roots","1978","1000 tonnes","153"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Starchy Roots","1979","1000 tonnes","137"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Starchy Roots","1980","1000 tonnes","150"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Starchy Roots","1981","1000 tonnes","133"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Starchy Roots","1982","1000 tonnes","150"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Starchy Roots","1983","1000 tonnes","126"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Starchy Roots","1984","1000 tonnes","156"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Starchy Roots","1985","1000 tonnes","144"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Starchy Roots","1986","1000 tonnes","138"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Starchy Roots","1987","1000 tonnes","147"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Starchy Roots","1988","1000 tonnes","147"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Starchy Roots","1989","1000 tonnes","135"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Starchy Roots","1990","1000 tonnes","137"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Starchy Roots","1991","1000 tonnes","132"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Starchy Roots","1992","1000 tonnes","163"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Starchy Roots","1993","1000 tonnes","147"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Starchy Roots","1994","1000 tonnes","139"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Starchy Roots","1995","1000 tonnes","137"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Starchy Roots","1996","1000 tonnes","154"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Starchy Roots","1997","1000 tonnes","147"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Starchy Roots","1998","1000 tonnes","137"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Starchy Roots","1999","1000 tonnes","150"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Starchy Roots","2000","1000 tonnes","139"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Starchy Roots","2001","1000 tonnes","144"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Starchy Roots","2002","1000 tonnes","147"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Starchy Roots","2003","1000 tonnes","124"
